study,cancer_type,protein,transcript,expression
GTEX,GTEX Blood Vessel,Isoform 8,ENST00000584450,"{""label"": ""ENST00000584450"", ""med"": -2.388, ""q1"": -4.035, ""q3"": -1.51, ""whislo"": -5.574, ""whishi"": 0.9493, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.7019607843137254, 0.7019607843137254, 0.7019607843137254]}"
GTEX,GTEX Blood Vessel,Isoform 9,ENST00000584601,"{""label"": ""ENST00000584601"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -2.826, ""whislo"": -9.966, ""whishi"": 0.2154, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Bone Marrow,Isoform 1,ENST00000269571,"{""label"": ""ENST00000269571"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.388, -2.635, -0.4325, -3.308, -4.608, -5.012, -3.308, -2.388, -3.171], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Bone Marrow,Isoform 2,ENST00000445658,"{""label"": ""ENST00000445658"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
GTEX,GTEX Bone Marrow,Isoform 3,ENST00000578199,"{""label"": ""ENST00000578199"", ""med"": -3.308, ""q1"": -9.966, ""q3"": -2.466, ""whislo"": -9.966, ""whishi"": -1.117, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Bone Marrow,Isoform 3,ENST00000584014,"{""label"": ""ENST00000584014"", ""med"": -0.40355, ""q1"": -0.9686, ""q3"": -0.046225, ""whislo"": -1.831, ""whishi"": 1.029, ""fliers"": [-2.388, -9.966, -3.171], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Bone Marrow,Isoform 4,ENST00000578502,"{""label"": ""ENST00000578502"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.932, -2.635, -2.826], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
GTEX,GTEX Bone Marrow,Isoform 5,ENST00000578709,"{""label"": ""ENST00000578709"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.626, -3.047, -3.308, -3.458], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
GTEX,GTEX Bone Marrow,Isoform 6,ENST00000580074,"{""label"": ""ENST00000580074"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -2.114, ""whislo"": -9.966, ""whishi"": 0.099, ""fliers"": [], ""color"": [1.0, 0.8509803921568627, 0.1843137254901961]}"
GTEX,GTEX Bone Marrow,Isoform 7,ENST00000582818,"{""label"": ""ENST00000582818"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.635, -2.388, 2.348, -2.826, -5.574, -5.574, -2.388, -0.6416], ""color"": [0.8980392156862745, 0.7686274509803922, 0.5803921568627451]}"
GTEX,GTEX Bone Marrow,Isoform 8,ENST00000584450,"{""label"": ""ENST00000584450"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-5.012, -4.293, -6.506, -5.012, -5.574, -6.506, -4.608, -6.506], ""color"": [0.7019607843137254, 0.7019607843137254, 0.7019607843137254]}"
GTEX,GTEX Bone Marrow,Isoform 9,ENST00000584601,"{""label"": ""ENST00000584601"", ""med"": -0.8863, ""q1"": -1.337, ""q3"": -0.5332, ""whislo"": -2.466, ""whishi"": 0.537, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Brain,Isoform 1,ENST00000269571,"{""label"": ""ENST00000269571"", ""med"": -0.7711, ""q1"": -2.466, ""q3"": 0.33745, ""whislo"": -6.506, ""whishi"": 3.108, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Brain,Isoform 2,ENST00000445658,"{""label"": ""ENST00000445658"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -4.035, ""whislo"": -9.966, ""whishi"": 0.03, ""fliers"": [], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
GTEX,GTEX Brain,Isoform 3,ENST00000578199,"{""label"": ""ENST00000578199"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -3.171, ""whislo"": -9.966, ""whishi"": -0.2498, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Brain,Isoform 3,ENST00000584014,"{""label"": ""ENST00000584014"", ""med"": -5.012, ""q1"": -9.966, ""q3"": -2.826, ""whislo"": -9.966, ""whishi"": -0.0277, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Brain,Isoform 4,ENST00000578502,"{""label"": ""ENST00000578502"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-1.214, -1.994, -3.047, -2.178, -2.635, -2.727, -0.6643, -3.171, -1.47, -1.431, -2.932, -3.458, -3.047, -0.8339, -2.635, -2.053, -2.178, -2.053, -2.635, -2.245, -2.315, -2.245, -2.826, -2.245, -3.626, -2.466, -3.816, -2.315, -2.548, -2.245, -2.826, -3.458, -0.3201, -2.826, -1.938, -2.727, -3.171, -2.635, -2.466, -2.727, -3.171, -2.548, -1.938, -1.595, -3.047, -2.826, -0.9971, -2.635, -2.635, -2.315, -3.047, -0.3752, -0.8863, -2.826, -1.431, -2.727, -2.388, -2.727, -3.047, -1.283, -2.114, -1.732, -1.639, -3.458, -0.8084, -1.318, -2.826, -3.816, -1.552, -2.466, -2.548, -1.056, -2.315, -0.9132, -3.171, -1.938, -1.884, -2.826, -2.826, -2.548, -2.635, -2.932, -2.727, -2.466, -1.283, -1.026, -1.831, -3.171, -2.245, -1.086, -1.884, -2.635, -2.388, -1.47, 0.7233, -2.178, -2.178, -1.884, -1.685, -3.816, -1.51, -2.388, -3.458, -2.635, -3.171, -2.548, -3.626, -2.114, -2.826, -2.114, -2.826, -3.047, -1.639, -3.458, -2.548, -2.114, -2.932, -3.308, -3.308, -3.308, -2.245, -1.938, -2.635, -3.458, -1.994, -2.178, -2.635, -1.181, -1.056, -3.047, -2.315, 0.7579, -2.114, -2.826, -2.548, -2.727, -1.552, -0.8599, -2.466, -2.826, -2.388, -3.458, -2.548, -1.431, -2.548, -2.727, -1.884, -2.466, -1.552, -0.6873, -1.831, -0.9132, -2.245, -3.816, -3.308, -2.635, -0.5332, -2.826, -3.458, -3.047, -0.9406, -1.47, -0.2671, -2.178, -2.388, -2.315, -0.8599, -2.245, -3.458, -2.053, -0.4921, -2.548, -0.7588, -2.635, -1.994, -1.431, -1.392, -2.245, -1.51, -2.635, -1.595, -2.826, -2.315, -3.458, -1.781, -2.826, -2.727, -2.548, -2.932, -2.388, -1.781, -3.171, -0.8599, -1.552, -2.053, -3.047, -1.026, -3.308, -2.114, -3.047, -3.047, -2.635, -2.548, -2.932, -2.388, -3.171, -2.245, -0.6193, -3.171, -2.826, -2.727, -1.355, -2.178, -2.727, -1.117, -1.732, -3.171, -2.727, -2.727, -2.245, -2.466, -0.013, -2.727, -2.466, -3.171, -2.466, -2.466, -2.315, -2.826, -2.727, -1.685, -1.884, -0.4325, -1.685, -2.388, -0.9406, -2.635], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
GTEX,GTEX Brain,Isoform 5,ENST00000578709,"{""label"": ""ENST00000578709"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.308, -2.548, -3.458, -3.171, -3.626, -2.932, -3.047, -3.816, -3.816, -3.626, -2.245, -3.816, -2.932, -3.458, -4.035, -3.308, -2.932], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
GTEX,GTEX Brain,Isoform 6,ENST00000580074,"{""label"": ""ENST00000580074"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -1.392, ""whislo"": -9.966, ""whishi"": 2.196, ""fliers"": [], ""color"": [1.0, 0.8509803921568627, 0.1843137254901961]}"
GTEX,GTEX Brain,Isoform 7,ENST00000582818,"{""label"": ""ENST00000582818"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-0.7834, -2.178, -1.732, -2.466, 1.288, 0.0854, -5.012, -3.047, -0.2328, 0.1388, -3.816, -4.293, -3.308, -2.315, -2.388, -1.685, -1.431, -1.781, 0.7916, -1.248, -1.884, -1.355, -1.056, -0.8339, -0.1345, -3.626, -1.47, -2.635, -1.938, -1.51, -1.318, 0.3907, -2.245, -1.51, -3.816, -1.994, -0.9686, -3.816, -0.8599, -3.816, -0.1665, -2.315, -2.466, -3.816, -0.9686, -2.178, -2.388, -1.732, -3.171, -1.639, -5.574, -4.035, -0.0877, -1.283, -2.826, -1.318, 0.8327, -0.4921, -1.431, -0.6873, -2.826, -1.248, 1.078, -0.394, -2.727, -0.3383, -0.8863, -0.9686, -2.727, -6.506, -1.595, 0.03, -1.283, 1.158, -5.574, -1.51, -4.293, -1.318, -2.388, -1.685, -5.574, -1.056, -0.6193, -0.5973, 0.6608, -1.732, -1.639, -1.884, 0.6969, -0.0574, -0.4719, 0.346, 1.227, -0.5125, -0.9686], ""color"": [0.8980392156862745, 0.7686274509803922, 0.5803921568627451]}"
GTEX,GTEX Brain,Isoform 8,ENST00000584450,"{""label"": ""ENST00000584450"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-5.574, -5.012, -4.035, -5.012, -4.293, -5.574, -5.012, -6.506, -3.171, -3.047, -4.608, -6.506, -4.608, -3.816, -5.012, -3.047, -1.994, -3.458, -5.574, -2.466, -4.035, -4.293, -3.626, -3.626, -1.117, -5.574, -4.608, -6.506, -5.012, -4.035, -4.608, -3.626, -5.012, -6.506, -4.293, -6.506, -5.012, -2.826, -3.626, -5.012, -6.506, -3.047, -5.012, -1.994, -5.574, -5.574, -4.608, -5.574, -4.293, -5.574, -5.012, -4.608, -5.574, -4.035, -2.635, -5.012, -3.626, -4.035, -3.626, -5.574, -5.574, -4.293, -2.932, -4.608, -5.574, -5.574, -3.308, -3.626, -5.574, -3.816, -4.608, -5.574, -4.608, -5.574, -5.574, -5.012, -4.608, -2.826, -2.727, -1.831, -5.574, -5.012, -5.012, -4.035, -4.035, -6.506, -4.608, -4.035, -4.608, -2.315, -5.574, -5.574, -4.035, -5.574, -3.626, -5.012, -2.932, -5.012, -6.506, -6.506, -3.816, -4.293, -5.574, -2.932, -4.608, -4.035, -4.293, -5.574, -5.012, -5.012, -3.816, -3.626, -4.608, -4.293, -5.574, -5.574, -3.816, -3.626, -5.012, -4.293, -5.012, -5.574, -4.608, -4.293, -5.012, -6.506, -3.626, -3.626, -5.574, -5.574, -4.035, -5.012, -4.293, -6.506, -3.171, -4.293, -3.816, -3.816, -6.506, -5.574, -4.293, -5.012, -4.608, -3.626, -5.012, -4.293, -4.035, -4.608, -5.012, -2.826, -4.608, -6.506, -6.506, -5.574, -3.458, -5.012, -4.293, -4.608, -6.506, -5.574, -4.035, -5.012, -4.608, -3.626, -3.458, -2.932, -6.506, -3.308, -4.035, -4.293, -4.608, -4.035, -3.626, -4.293, -3.816, -4.293, -3.626, -5.012, -1.781, -5.574, -3.816, -3.047, -4.608, -3.626, -2.315, -5.012, -4.293], ""color"": [0.7019607843137254, 0.7019607843137254, 0.7019607843137254]}"
GTEX,GTEX Brain,Isoform 9,ENST00000584601,"{""label"": ""ENST00000584601"", ""med"": -2.635, ""q1"": -5.012, ""q3"": -1.685, ""whislo"": -9.966, ""whishi"": 1.465, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Breast,Isoform 1,ENST00000269571,"{""label"": ""ENST00000269571"", ""med"": 3.032, ""q1"": 1.5905, ""q3"": 3.737, ""whislo"": -1.355, ""whishi"": 5.197, ""fliers"": [-1.994, -2.388, -9.966], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Breast,Isoform 2,ENST00000445658,"{""label"": ""ENST00000445658"", ""med"": -2.178, ""q1"": -9.966, ""q3"": -1.0710000000000002, ""whislo"": -9.966, ""whishi"": 1.132, ""fliers"": [], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
GTEX,GTEX Breast,Isoform 3,ENST00000578199,"{""label"": ""ENST00000578199"", ""med"": -5.012, ""q1"": -9.966, ""q3"": -3.047, ""whislo"": -9.966, ""whishi"": -0.4921, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Breast,Isoform 3,ENST00000584014,"{""label"": ""ENST00000584014"", ""med"": -1.831, ""q1"": -2.932, ""q3"": -1.181, ""whislo"": -4.293, ""whishi"": 0.6332, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Breast,Isoform 4,ENST00000578502,"{""label"": ""ENST00000578502"", ""med"": -2.727, ""q1"": -9.966, ""q3"": -1.806, ""whislo"": -9.966, ""whishi"": 1.164, ""fliers"": [], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
GTEX,GTEX Breast,Isoform 5,ENST00000578709,"{""label"": ""ENST00000578709"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.932, -3.047, -3.308, -1.994, -2.388, -2.826, -1.595, -3.458, -2.727, -3.047, -2.932, -2.727, -3.171, -1.149, -2.635, -2.635, -2.932, -3.308], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
GTEX,GTEX Breast,Isoform 6,ENST00000580074,"{""label"": ""ENST00000580074"", ""med"": -0.0877, ""q1"": -9.966, ""q3"": 1.05, ""whislo"": -9.966, ""whishi"": 3.509, ""fliers"": [], ""color"": [1.0, 0.8509803921568627, 0.1843137254901961]}"
GTEX,GTEX Breast,Isoform 7,ENST00000582818,"{""label"": ""ENST00000582818"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-0.7834, -0.3752, -0.3566, -0.5973, -1.732, -0.5543, -1.552, -0.6193, -1.056, -1.51, 0.2998, -0.4131, 0.03, -1.318, -1.318, -0.3566], ""color"": [0.8980392156862745, 0.7686274509803922, 0.5803921568627451]}"
GTEX,GTEX Breast,Isoform 8,ENST00000584450,"{""label"": ""ENST00000584450"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -3.308, ""whislo"": -9.966, ""whishi"": -1.355, ""fliers"": [], ""color"": [0.7019607843137254, 0.7019607843137254, 0.7019607843137254]}"
GTEX,GTEX Breast,Isoform 9,ENST00000584601,"{""label"": ""ENST00000584601"", ""med"": -2.727, ""q1"": -9.966, ""q3"": -1.51, ""whislo"": -9.966, ""whishi"": -0.3752, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Cervix Uteri,Isoform 1,ENST00000269571,"{""label"": ""ENST00000269571"", ""med"": 3.5435, ""q1"": 3.26525, ""q3"": 3.85625, ""whislo"": 2.868, ""whishi"": 4.519, ""fliers"": [4.973], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Cervix Uteri,Isoform 2,ENST00000445658,"{""label"": ""ENST00000445658"", ""med"": -1.1867999999999999, ""q1"": -3.218, ""q3"": -0.42227499999999996, ""whislo"": -3.626, ""whishi"": 0.7407, ""fliers"": [-9.966, -9.966], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
GTEX,GTEX Cervix Uteri,Isoform 3,ENST00000578199,"{""label"": ""ENST00000578199"", ""med"": -3.1775, ""q1"": -8.381, ""q3"": -2.738, ""whislo"": -9.966, ""whishi"": -1.884, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Cervix Uteri,Isoform 3,ENST00000584014,"{""label"": ""ENST00000584014"", ""med"": -3.721, ""q1"": -8.6265, ""q3"": -2.23775, ""whislo"": -9.966, ""whishi"": 0.1648, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Cervix Uteri,Isoform 4,ENST00000578502,"{""label"": ""ENST00000578502"", ""med"": -1.938, ""q1"": -7.987749999999999, ""q3"": -1.18995, ""whislo"": -9.966, ""whishi"": 0.2881, ""fliers"": [], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
GTEX,GTEX Cervix Uteri,Isoform 5,ENST00000578709,"{""label"": ""ENST00000578709"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
GTEX,GTEX Cervix Uteri,Isoform 6,ENST00000580074,"{""label"": ""ENST00000580074"", ""med"": 0.11015, ""q1"": -1.049075, ""q3"": 0.4839, ""whislo"": -1.214, ""whishi"": 1.043, ""fliers"": [-9.966, -9.966], ""color"": [1.0, 0.8509803921568627, 0.1843137254901961]}"
GTEX,GTEX Cervix Uteri,Isoform 7,ENST00000582818,"{""label"": ""ENST00000582818"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-0.4719, -0.5973], ""color"": [0.8980392156862745, 0.7686274509803922, 0.5803921568627451]}"
GTEX,GTEX Cervix Uteri,Isoform 8,ENST00000584450,"{""label"": ""ENST00000584450"", ""med"": -2.9895, ""q1"": -3.458, ""q3"": -2.418, ""whislo"": -3.458, ""whishi"": -0.9406, ""fliers"": [-9.966, -9.966], ""color"": [0.7019607843137254, 0.7019607843137254, 0.7019607843137254]}"
GTEX,GTEX Cervix Uteri,Isoform 9,ENST00000584601,"{""label"": ""ENST00000584601"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -3.6667500000000004, ""whislo"": -9.966, ""whishi"": -1.149, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Colon,Isoform 1,ENST00000269571,"{""label"": ""ENST00000269571"", ""med"": 2.931, ""q1"": 2.40775, ""q3"": 3.77775, ""whislo"": 0.8568, ""whishi"": 5.343, ""fliers"": [-9.966, -0.0574, -9.966, -0.0277, -9.966, 0.3231, -9.966, -0.2845], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Colon,Isoform 2,ENST00000445658,"{""label"": ""ENST00000445658"", ""med"": -1.392, ""q1"": -3.047, ""q3"": -0.2159, ""whislo"": -6.506, ""whishi"": 1.804, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
GTEX,GTEX Colon,Isoform 3,ENST00000578199,"{""label"": ""ENST00000578199"", ""med"": -8.236, ""q1"": -9.966, ""q3"": -3.047, ""whislo"": -9.966, ""whishi"": -0.6193, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Colon,Isoform 3,ENST00000584014,"{""label"": ""ENST00000584014"", ""med"": -2.466, ""q1"": -3.6734999999999998, ""q3"": -1.685, ""whislo"": -4.608, ""whishi"": -0.1504, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Colon,Isoform 4,ENST00000578502,"{""label"": ""ENST00000578502"", ""med"": -2.053, ""q1"": -9.966, ""q3"": -1.117, ""whislo"": -9.966, ""whishi"": 1.008, ""fliers"": [], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
GTEX,GTEX Colon,Isoform 5,ENST00000578709,"{""label"": ""ENST00000578709"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.635, -3.308, -3.458, -3.626, -2.548, -1.938, -3.308, -3.816, -3.626, -1.392, -3.626, -3.458, -1.831, -2.178, -3.047, -2.466, -3.626, -3.171, -3.047, -2.727, -3.626, -3.458, -2.635, -2.635], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
GTEX,GTEX Colon,Isoform 6,ENST00000580074,"{""label"": ""ENST00000580074"", ""med"": 0.5271, ""q1"": -0.7346, ""q3"": 1.5975, ""whislo"": -4.035, ""whishi"": 3.391, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [1.0, 0.8509803921568627, 0.1843137254901961]}"
GTEX,GTEX Colon,Isoform 7,ENST00000582818,"{""label"": ""ENST00000582818"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-0.8084, -1.283, -0.394, 0.3115, -1.056, -0.7834, -1.47, -1.732, -1.026, 0.2277, -1.392, 0.2154, -0.0277, 0.4761, -1.431, -1.552, -1.431, -1.355, -1.318, -1.831, 0.3907, -1.283, -0.3201, -1.47, -1.431, -1.056, -0.394, -0.7834, -0.8339, -0.5125, 0.7146, 0.1388, -1.355, -1.026, -1.117, -1.552, -2.178, -0.9132, -1.392, -0.4921, -0.6873, -1.51, -2.114, -1.884, -0.3383, -1.994, -0.9971, -0.0877, -0.0725], ""color"": [0.8980392156862745, 0.7686274509803922, 0.5803921568627451]}"
GTEX,GTEX Colon,Isoform 8,ENST00000584450,"{""label"": ""ENST00000584450"", ""med"": -4.035, ""q1"": -9.966, ""q3"": -2.9055, ""whislo"": -9.966, ""whishi"": -0.2328, ""fliers"": [], ""color"": [0.7019607843137254, 0.7019607843137254, 0.7019607843137254]}"
GTEX,GTEX Colon,Isoform 9,ENST00000584601,"{""label"": ""ENST00000584601"", ""med"": -3.171, ""q1"": -9.966, ""q3"": -2.22825, ""whislo"": -9.966, ""whishi"": -0.4521, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
